Student ID,Name,Location,Zip Code,Grade,Major,Interests,Bio
120,Ava Miller,Rural Area,40394,12,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Miller! A 12th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
121,Aiden Williams,Rural Area,41611,12,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Williams! A 12th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
122,Noah Taylor,Rural Area,58767,12,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Taylor! A 12th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
123,Aiden Davis,Rural Area,81329,6,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Davis! A 6th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
124,Sophia Jones,Urban Area,61830,10,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Sophia Jones! A 10th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
125,Ava Johnson,Suburban Area,17435,10,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Johnson! A 10th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
126,Daniel Jones,Urban Area,23517,4,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Daniel Jones! A 4th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
127,Isabella Jones,Rural Area,89640,6,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Isabella Jones! A 6th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
128,Ava Martinez,Suburban Area,79762,6,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Martinez! A 6th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
129,Daniel Martinez,Urban Area,82820,5,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Daniel Martinez! A 5th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
130,Olivia Garcia,Urban Area,70137,1,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Olivia Garcia! A 1th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
131,Olivia Jones,Rural Area,21860,6,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Jones! A 6th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
132,Ethan Jones,Rural Area,13469,12,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ethan Jones! A 12th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
133,Noah Brown,Urban Area,85135,9,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Noah Brown! A 9th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
134,Daniel Smith,Rural Area,46604,1,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Daniel Smith! A 1th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
135,Daniel Johnson,Rural Area,84168,5,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Daniel Johnson! A 5th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
136,Ava Smith,Rural Area,54711,2,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ava Smith! A 2th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
137,Jackson Williams,Rural Area,72797,10,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Williams! A 10th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
138,Ethan Miller,Rural Area,67175,12,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Miller! A 12th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
139,Olivia Davis,Urban Area,85311,5,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Olivia Davis! A 5th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
140,Emma Davis,Rural Area,43839,6,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Emma Davis! A 6th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
141,Jackson Miller,Suburban Area,78502,4,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Miller! A 4th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
142,Aiden Jackson,Rural Area,58052,8,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Jackson! A 8th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
143,Liam Martinez,Rural Area,78542,5,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Liam Martinez! A 5th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
144,Noah Davis,Suburban Area,18058,5,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Noah Davis! A 5th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
145,Isabella Johnson,Urban Area,51297,11,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Isabella Johnson! A 11th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
146,Ava Williams,Suburban Area,20766,9,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Williams! A 9th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
147,Aiden Miller,Rural Area,46865,4,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Miller! A 4th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
148,Daniel Garcia,Rural Area,35482,7,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Daniel Garcia! A 7th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
